Code Snippet,Rule,Result
"@parameterized.expand(TESTS)
def test_type(self, out_dtype, input_data, expected_type):
    result = CastToType(dtype=out_dtype)(input_data)
    self.assertEqual(result.dtype, get_equivalent_dtype(expected_type, type(result)))
    result = CastToType()(input_data, out_dtype)
    self.assertEqual(result.dtype, get_equivalent_dtype(expected_type, type(result)))",The supplier shall calculate the anticipated cost and system impact (see 7.2.1) using suitable standardized sources.,FALSE
"@parameterized.expand(TESTS)
def test_type(self, out_dtype, input_data, expected_type):
    result = CastToType(dtype=out_dtype)(input_data)
    self.assertEqual(result.dtype, get_equivalent_dtype(expected_type, type(result)))
    result = CastToType()(input_data, out_dtype)
    self.assertEqual(result.dtype, get_equivalent_dtype(expected_type, type(result)))","The software supplier shall prohibit the use of ""magic"" numbers or strings in the code and require the use of constants or named variables for improved code readability.",FALSE
"@skip_if_no_cuda
def test_tensor_cuda_input(self):
    test_data = torch.tensor([[1, 2], [3, 4]]).cuda()
    test_data = test_data.rot90()
    self.assertFalse(test_data.is_contiguous())
    result = ToCupyd(keys='img')({'img': test_data})['img']
    self.assertTrue(isinstance(result, cp.ndarray))
    self.assertTrue(result.flags['C_CONTIGUOUS'])
    cp.testing.assert_allclose(result, test_data.cpu().numpy())","The supplier shall evaluate the final model with a holdout data set, i.e. one that has not been used in training the model.",FALSE
"@skip_if_no_cuda
def test_tensor_cuda_input(self):
    test_data = torch.tensor([[1, 2], [3, 4]]).cuda()
    test_data = test_data.rot90()
    self.assertFalse(test_data.is_contiguous())
    result = ToCupyd(keys='img')({'img': test_data})['img']
    self.assertTrue(isinstance(result, cp.ndarray))
    self.assertTrue(result.flags['C_CONTIGUOUS'])
    cp.testing.assert_allclose(result, test_data.cpu().numpy())","The software supplier shall detect and report unused functions, classes, and code blocks within the codebase, encouraging the removal of dead code to maintain code cleanliness.",FALSE
"def __call__(self, data: Mapping[Hashable, NdarrayOrTensor]) -> dict[Hashable, NdarrayOrTensor]:
    d = dict(data)
    for key in self.key_iterator(d):
        d[key] = self.mapper(d[key])
    return d","Suppliers shall document their bias in the stages of model design, development and deployment by evidencing what they see as a model’s risk profile versus alternatives. The description shall conform to good practice reporting guidelines.",FALSE
"def __call__(self, data: Mapping[Hashable, NdarrayOrTensor]) -> dict[Hashable, NdarrayOrTensor]:
    d = dict(data)
    for key in self.key_iterator(d):
        d[key] = self.mapper(d[key])
    return d","The software supplier shall require that all functions and classes have comment headers describing their purpose and usage, following a standard format for these comments.",FALSE
"def test_additional(self):
    for p in TEST_NDARRAYS:
        out = AsDiscrete(argmax=True, dim=1, keepdim=False)(p([[[0.0, 1.0]], [[2.0, 3.0]]]))
        assert_allclose(out, p([[0.0, 0.0], [0.0, 0.0]]), type_test=False)","The supplier shall confirm the processes to secure, transmit and store personal information.",FALSE
"def test_additional(self):
    for p in TEST_NDARRAYS:
        out = AsDiscrete(argmax=True, dim=1, keepdim=False)(p([[[0.0, 1.0]], [[2.0, 3.0]]]))
        assert_allclose(out, p([[0.0, 0.0], [0.0, 0.0]]), type_test=False)","The software supplier shall prohibit the use of ""magic"" numbers or strings in the code and require the use of constants or named variables for improved code readability.",FALSE
"def __init__(self, **kwargs: Any) -> None:
    super().__init__(encoder_type=HistoSSLEncoder.__name__, **kwargs)","The supplier shall document the sensitive data used in the input variable data (e.g. legally protected personal characteristics, genetic/biometric data), and justify its inclusion.",FALSE
"def __init__(self, **kwargs: Any) -> None:
    super().__init__(encoder_type=HistoSSLEncoder.__name__, **kwargs)","The software supplier shall identify and report code duplication within the codebase, encouraging developers to refactor and reuse code to reduce redundancy.",FALSE
"def _ensure_valid_num_transforms(self, num_transforms: int | tuple[int, int] | None) -> tuple:
    if not isinstance(num_transforms, tuple) and (not isinstance(num_transforms, list)) and (not isinstance(num_transforms, int)) and (num_transforms is not None):
        raise ValueError(f""Expected num_transforms to be of type int, list, tuple or None, but it's {type(num_transforms)}"")
    if num_transforms is None:
        result = [len(self.transforms), len(self.transforms)]
    elif isinstance(num_transforms, int):
        n = min(len(self.transforms), num_transforms)
        result = [n, n]
    else:
        if len(num_transforms) != 2:
            raise ValueError(f'Expected len(num_transforms)=2, but it was {len(num_transforms)}')
        if not isinstance(num_transforms[0], int) or not isinstance(num_transforms[1], int):
            raise ValueError(f'Expected (int,int), but received ({type(num_transforms[0])}, {type(num_transforms[1])})')
        result = [num_transforms[0], num_transforms[1]]
    if result[0] < 0 or result[1] > len(self.transforms):
        raise ValueError(f'num_transforms={num_transforms} are out of the bounds [0, {len(self.transforms)}].')
    return ensure_tuple(result)",The supplier shall provide details of procedures for detecting adverse events during healthcare evaluations of the product.,FALSE
"def _ensure_valid_num_transforms(self, num_transforms: int | tuple[int, int] | None) -> tuple:
    if not isinstance(num_transforms, tuple) and (not isinstance(num_transforms, list)) and (not isinstance(num_transforms, int)) and (num_transforms is not None):
        raise ValueError(f""Expected num_transforms to be of type int, list, tuple or None, but it's {type(num_transforms)}"")
    if num_transforms is None:
        result = [len(self.transforms), len(self.transforms)]
    elif isinstance(num_transforms, int):
        n = min(len(self.transforms), num_transforms)
        result = [n, n]
    else:
        if len(num_transforms) != 2:
            raise ValueError(f'Expected len(num_transforms)=2, but it was {len(num_transforms)}')
        if not isinstance(num_transforms[0], int) or not isinstance(num_transforms[1], int):
            raise ValueError(f'Expected (int,int), but received ({type(num_transforms[0])}, {type(num_transforms[1])})')
        result = [num_transforms[0], num_transforms[1]]
    if result[0] < 0 or result[1] > len(self.transforms):
        raise ValueError(f'num_transforms={num_transforms} are out of the bounds [0, {len(self.transforms)}].')
    return ensure_tuple(result)","The software supplier shall prohibit the use of ""magic"" numbers or strings in the code and require the use of constants or named variables for improved code readability.",TRUE
"class AffineBox(Transform):
    """"""
    Applies affine matrix to the boxes
    """"""
    backend = [TransformBackends.TORCH, TransformBackends.NUMPY]

    def __call__(self, boxes: NdarrayOrTensor, affine: NdarrayOrTensor | None) -> NdarrayOrTensor:
        """"""
        Args:
            boxes: source bounding boxes, Nx4 or Nx6 torch tensor or ndarray. The box mode is assumed to be ``StandardMode``
            affine: affine matrix to be applied to the box coordinate
        """"""
        if affine is None:
            return boxes
        return apply_affine_to_boxes(boxes, affine=affine)","The supplier shall document the performance of the product using appropriate metrics for the proposed task using testing data (e.g. accuracy, sensitivity, specificity, positive predictive value, negative predictive value, area under the curve, calibration, etc. for classification tasks).",FALSE
"class AffineBox(Transform):
    """"""
    Applies affine matrix to the boxes
    """"""
    backend = [TransformBackends.TORCH, TransformBackends.NUMPY]

    def __call__(self, boxes: NdarrayOrTensor, affine: NdarrayOrTensor | None) -> NdarrayOrTensor:
        """"""
        Args:
            boxes: source bounding boxes, Nx4 or Nx6 torch tensor or ndarray. The box mode is assumed to be ``StandardMode``
            affine: affine matrix to be applied to the box coordinate
        """"""
        if affine is None:
            return boxes
        return apply_affine_to_boxes(boxes, affine=affine)","The software supplier shall identify and report code duplication within the codebase, encouraging developers to refactor and reuse code to reduce redundancy.",FALSE
"def _read_testing_data_answers(fname: str | None=None, delimiter=',') -> list:
    answers: list = []
    if not fname:
        return answers
    pwd = os.path.dirname(os.path.abspath(__file__))
    filename = os.path.join(pwd, fname)
    if not os.path.isfile(filename):
        warnings.warn(f'test data {filename} not found.')
        return answers
    with open(filename) as f:
        res_reader = csv.reader(f, delimiter=delimiter)
        for r in res_reader:
            res_row = []
            for item in r:
                if item.strip().startswith('#'):
                    continue
                res_row.append(float(item))
            answers.append(res_row)
    return answers",The supplier shall document an estimate of the carbon impact incurred during training and execution. This shall be achieved using carbon intensity trackers.,FALSE
"def _read_testing_data_answers(fname: str | None=None, delimiter=',') -> list:
    answers: list = []
    if not fname:
        return answers
    pwd = os.path.dirname(os.path.abspath(__file__))
    filename = os.path.join(pwd, fname)
    if not os.path.isfile(filename):
        warnings.warn(f'test data {filename} not found.')
        return answers
    with open(filename) as f:
        res_reader = csv.reader(f, delimiter=delimiter)
        for r in res_reader:
            res_row = []
            for item in r:
                if item.strip().startswith('#'):
                    continue
                res_row.append(float(item))
            answers.append(res_row)
    return answers","The software supplier shall ensure consistent code indentation (e.g., tabs or spaces) throughout the codebase and enforce a specific indentation style to enhance code clarity.",FALSE
"class CheckpointHandler:
    """"""
    This class handles which checkpoints are used to initialize the model during train or test time
    """"""

    def __init__(self, container: LightningContainer, project_root: Path, run_context: Optional[Run]=None):
        self.container = container
        self.project_root = project_root
        self.run_context = run_context
        self.trained_weights_path: Optional[Path] = None
        self.has_continued_training = False

    def download_recovery_checkpoints_or_weights(self) -> None:
        """"""
        Download checkpoints from a run recovery object or from a given checkpoint. Set the checkpoints path based on
        the checkpoint_url, local_checkpoint or checkpoint from an azureml run id.
        This is called at the start of training.
        """"""
        if self.container.src_checkpoint:
            self.trained_weights_path = self.container.src_checkpoint.get_or_download_checkpoint(download_dir=self.container.checkpoint_folder)
            self.container.trained_weights_path = self.trained_weights_path

    def additional_training_done(self) -> None:
        """"""
        Lets the handler know that training was done in this run.
        """"""
        self.has_continued_training = True

    def get_recovery_or_checkpoint_path_train(self) -> Optional[Path]:
        """"""
        Decides the checkpoint path to use for the current training run. Looks for the latest checkpoint in the
        checkpoint folder. If run_recovery is provided, the checkpoints will have been downloaded to this folder
        prior to calling this function. Else, if the run gets pre-empted and automatically restarted in AML,
        the latest checkpoint will be present in this folder too.

        :return: Constructed checkpoint path to recover from.
        """"""
        if is_global_rank_zero():
            checkpoints = list(self.container.checkpoint_folder.rglob('*'))
            logging.info(f'There are {len(checkpoints)} checkpoints in the checkpoint folder:')
            for f in checkpoints:
                logging.info(f.relative_to(self.container.checkpoint_folder))
        return find_recovery_checkpoint_on_disk_or_cloud(self.container.checkpoint_folder)

    def get_checkpoint_to_test(self) -> Path:
        """"""
        Find the model checkpoint that should be used for inference.

        If the model has been doing training epochs, get the best checkpoint as defined by the container.
        It is possible that the best checkpoint is not available on disk because the job got preempted. In those
        cases, try to find the inference checkpoint by going through all inference checkpoints stored in the AzureML
        run, downloading them and finding the one that has the highest epoch number (that must be the most recent
        among the possibly multiple retry results).

        If the model has not been doing training, but is set up to use a pre-trained
        set of weights in `trained_weights_path`, return that.
        """"""
        if self.has_continued_training:
            checkpoint_from_current_run = self.container.get_checkpoint_to_test()
            if checkpoint_from_current_run.is_file():
                logging.info(f'Using checkpoint from current run: {checkpoint_from_current_run}')
                return checkpoint_from_current_run
            logging.warning(f'No inference checkpoint found from the current run: {checkpoint_from_current_run}')
            logging.info('Trying to find an inference checkpoint in AzureML.')
            downloaded_checkpoint = self.download_inference_checkpoint()
            if downloaded_checkpoint is not None:
                logging.info(f'Using a checkpoint found in the AzureML run: {downloaded_checkpoint}')
                return downloaded_checkpoint
            raise FileNotFoundError('No inference checkpoint file found locally nor in AzureML.')
        elif self.trained_weights_path:
            logging.info(f'Using pre-trained weights from {self.trained_weights_path}')
            return self.trained_weights_path
        raise ValueError('Unable to determine which checkpoint should be used for testing.')

    def get_relative_inference_checkpoint_path(self) -> Path:
        """"""Returns the path of the model's inference checkpoint, relative to the container's output folder.

        This will be the path where the inference checkpoint can be found in the AzureML run output (except
        the `outputs` prefix that has to be added at the start).""""""
        expected_checkpoint_path = self.container.get_checkpoint_to_test()
        try:
            return expected_checkpoint_path.relative_to(self.container.outputs_folder)
        except ValueError:
            raise ValueError(f""Inference checkpoint path should be relative to the container's output folder. Checkpoint path: {expected_checkpoint_path}, output folder: {self.container.outputs_folder}"")

    def download_inference_checkpoint(self, download_folder: Optional[Path]=None) -> Optional[Path]:
        """"""
        For low-priority preemption that occured after training, try to download the inference checkpoint if that
        is available in the AzureML run from a previous incarnation of the job. Downloads go into the `download_folder`.

        The method returns None if no checkpoint was found, or if the
        current code is executing outside of AzureML and hence can't access previous inference checkpoints in AzureML.

        :param download_folder: The folder where the checkpoints should be downloaded to. If not provided, use a
            temp folder.
        :return: The path to a downloaded inference checkpoint, or None if no checkpoint was available.
        """"""
        if is_running_in_azure_ml() and is_global_rank_zero():
            download_folder = download_folder or Path(tempfile.mkdtemp())
            inference_checkpoint_azureml_path = (Path(DEFAULT_AML_UPLOAD_DIR) / self.get_relative_inference_checkpoint_path()).as_posix()
            highest_epoch_checkpoint = download_highest_epoch_checkpoint(run=RUN_CONTEXT, checkpoint_suffix=inference_checkpoint_azureml_path, output_folder=download_folder)
            if highest_epoch_checkpoint is None:
                logging.info('No inference checkpoint was found in the AzureML run.')
                return None
            logging.info('An inference checkpoint was found in the AzureML run.')
            return highest_epoch_checkpoint
        return None","The supplier shall document how it and its suppliers accommodate the diversity of users impacted by the product. If accommodation is not possible, the supplier shall provide a justification as to why.",FALSE
"class CheckpointHandler:
    """"""
    This class handles which checkpoints are used to initialize the model during train or test time
    """"""

    def __init__(self, container: LightningContainer, project_root: Path, run_context: Optional[Run]=None):
        self.container = container
        self.project_root = project_root
        self.run_context = run_context
        self.trained_weights_path: Optional[Path] = None
        self.has_continued_training = False

    def download_recovery_checkpoints_or_weights(self) -> None:
        """"""
        Download checkpoints from a run recovery object or from a given checkpoint. Set the checkpoints path based on
        the checkpoint_url, local_checkpoint or checkpoint from an azureml run id.
        This is called at the start of training.
        """"""
        if self.container.src_checkpoint:
            self.trained_weights_path = self.container.src_checkpoint.get_or_download_checkpoint(download_dir=self.container.checkpoint_folder)
            self.container.trained_weights_path = self.trained_weights_path

    def additional_training_done(self) -> None:
        """"""
        Lets the handler know that training was done in this run.
        """"""
        self.has_continued_training = True

    def get_recovery_or_checkpoint_path_train(self) -> Optional[Path]:
        """"""
        Decides the checkpoint path to use for the current training run. Looks for the latest checkpoint in the
        checkpoint folder. If run_recovery is provided, the checkpoints will have been downloaded to this folder
        prior to calling this function. Else, if the run gets pre-empted and automatically restarted in AML,
        the latest checkpoint will be present in this folder too.

        :return: Constructed checkpoint path to recover from.
        """"""
        if is_global_rank_zero():
            checkpoints = list(self.container.checkpoint_folder.rglob('*'))
            logging.info(f'There are {len(checkpoints)} checkpoints in the checkpoint folder:')
            for f in checkpoints:
                logging.info(f.relative_to(self.container.checkpoint_folder))
        return find_recovery_checkpoint_on_disk_or_cloud(self.container.checkpoint_folder)

    def get_checkpoint_to_test(self) -> Path:
        """"""
        Find the model checkpoint that should be used for inference.

        If the model has been doing training epochs, get the best checkpoint as defined by the container.
        It is possible that the best checkpoint is not available on disk because the job got preempted. In those
        cases, try to find the inference checkpoint by going through all inference checkpoints stored in the AzureML
        run, downloading them and finding the one that has the highest epoch number (that must be the most recent
        among the possibly multiple retry results).

        If the model has not been doing training, but is set up to use a pre-trained
        set of weights in `trained_weights_path`, return that.
        """"""
        if self.has_continued_training:
            checkpoint_from_current_run = self.container.get_checkpoint_to_test()
            if checkpoint_from_current_run.is_file():
                logging.info(f'Using checkpoint from current run: {checkpoint_from_current_run}')
                return checkpoint_from_current_run
            logging.warning(f'No inference checkpoint found from the current run: {checkpoint_from_current_run}')
            logging.info('Trying to find an inference checkpoint in AzureML.')
            downloaded_checkpoint = self.download_inference_checkpoint()
            if downloaded_checkpoint is not None:
                logging.info(f'Using a checkpoint found in the AzureML run: {downloaded_checkpoint}')
                return downloaded_checkpoint
            raise FileNotFoundError('No inference checkpoint file found locally nor in AzureML.')
        elif self.trained_weights_path:
            logging.info(f'Using pre-trained weights from {self.trained_weights_path}')
            return self.trained_weights_path
        raise ValueError('Unable to determine which checkpoint should be used for testing.')

    def get_relative_inference_checkpoint_path(self) -> Path:
        """"""Returns the path of the model's inference checkpoint, relative to the container's output folder.

        This will be the path where the inference checkpoint can be found in the AzureML run output (except
        the `outputs` prefix that has to be added at the start).""""""
        expected_checkpoint_path = self.container.get_checkpoint_to_test()
        try:
            return expected_checkpoint_path.relative_to(self.container.outputs_folder)
        except ValueError:
            raise ValueError(f""Inference checkpoint path should be relative to the container's output folder. Checkpoint path: {expected_checkpoint_path}, output folder: {self.container.outputs_folder}"")

    def download_inference_checkpoint(self, download_folder: Optional[Path]=None) -> Optional[Path]:
        """"""
        For low-priority preemption that occured after training, try to download the inference checkpoint if that
        is available in the AzureML run from a previous incarnation of the job. Downloads go into the `download_folder`.

        The method returns None if no checkpoint was found, or if the
        current code is executing outside of AzureML and hence can't access previous inference checkpoints in AzureML.

        :param download_folder: The folder where the checkpoints should be downloaded to. If not provided, use a
            temp folder.
        :return: The path to a downloaded inference checkpoint, or None if no checkpoint was available.
        """"""
        if is_running_in_azure_ml() and is_global_rank_zero():
            download_folder = download_folder or Path(tempfile.mkdtemp())
            inference_checkpoint_azureml_path = (Path(DEFAULT_AML_UPLOAD_DIR) / self.get_relative_inference_checkpoint_path()).as_posix()
            highest_epoch_checkpoint = download_highest_epoch_checkpoint(run=RUN_CONTEXT, checkpoint_suffix=inference_checkpoint_azureml_path, output_folder=download_folder)
            if highest_epoch_checkpoint is None:
                logging.info('No inference checkpoint was found in the AzureML run.')
                return None
            logging.info('An inference checkpoint was found in the AzureML run.')
            return highest_epoch_checkpoint
        return None","The software supplier shall detect and report unused variables and imports in the code, ensuring that no unnecessary or redundant elements are present.",FALSE
"class TestVersion(unittest.TestCase):

    def test_version(self) -> None:
        """"""
        Make sure data version equal to the installed version
        """"""
        pass","The supplier shall document and justify changes that have been made to the dataset after the data collection process, including data manipulation, data imputation and feature extraction (e.g. discretization of continuous features, partofspeech tagging, tokenization).",FALSE
"class TestVersion(unittest.TestCase):

    def test_version(self) -> None:
        """"""
        Make sure data version equal to the installed version
        """"""
        pass","The software supplier shall require appropriate documentation comments for public functions and classes, describing their inputs, outputs, and purpose for improved code understanding",TRUE
,"The supplier shall perform subpopulation analysis (specifically: healthcare relevant subpopulations, and subpopulations with protected characteristics) to show performance in real world settings.",FALSE
,"The software supplier shall require appropriate documentation comments for public functions and classes, describing their inputs, outputs, and purpose for improved code understanding",FALSE
,The software supplier shall implement a daily dance-off routine to determine code ownership. The winner's code reigns supreme for the day.,FALSE
"@parameterized.expand(TEST_CASES_2D)
def test_adn_2d(self, args):
    adn = ADN(**args)
    print(adn)
    out = adn(self.imt)
    expected_shape = (1, self.input_channels, self.im_shape[0], self.im_shape[1])
    self.assertEqual(out.shape, expected_shape)",The supplier shall document and justify the use of any decision thresholds that convert probabilities into discrete outputs in the final model.,FALSE
"@parameterized.expand(TEST_CASES_2D)
def test_adn_2d(self, args):
    adn = ADN(**args)
    print(adn)
    out = adn(self.imt)
    expected_shape = (1, self.input_channels, self.im_shape[0], self.im_shape[1])
    self.assertEqual(out.shape, expected_shape)","The software supplier shall require appropriate documentation comments for public functions and classes, describing their inputs, outputs, and purpose for improved code understanding",FALSE
"def _check_converted(self, global_weights, local_var_dict, n_converted):
    if n_converted == 0:
        raise RuntimeError(f'No global weights converted! Received weight dict keys are {list(global_weights.keys())}')
    else:
        self.logger.info(f'Converted {n_converted} global variables to match {len(local_var_dict)} local variables.')","The supplier shall document the sensitive data used in the input variable data (e.g. legally protected personal characteristics, genetic/biometric data), and justify its inclusion.",FALSE
"def _check_converted(self, global_weights, local_var_dict, n_converted):
    if n_converted == 0:
        raise RuntimeError(f'No global weights converted! Received weight dict keys are {list(global_weights.keys())}')
    else:
        self.logger.info(f'Converted {n_converted} global variables to match {len(local_var_dict)} local variables.')","The software supplier shall prohibit the use of ""magic"" numbers or strings in the code and require the use of constants or named variables for improved code readability.",FALSE
"def __init__(self, keys: KeysCollection, holes: int, spatial_size: Sequence[int] | int, max_holes: int | None=None, max_spatial_size: Sequence[int] | int | None=None, prob: float=0.1, allow_missing_keys: bool=False):
    MapTransform.__init__(self, keys, allow_missing_keys)
    RandomizableTransform.__init__(self, prob=prob)
    self.shuffle = RandCoarseShuffle(holes=holes, spatial_size=spatial_size, max_holes=max_holes, max_spatial_size=max_spatial_size, prob=1.0)",The supplier shall perform an assessment to verify that the size of the dataset is sufficient to support the intended claims and represent the product user demographic.,FALSE
"def __init__(self, keys: KeysCollection, holes: int, spatial_size: Sequence[int] | int, max_holes: int | None=None, max_spatial_size: Sequence[int] | int | None=None, prob: float=0.1, allow_missing_keys: bool=False):
    MapTransform.__init__(self, keys, allow_missing_keys)
    RandomizableTransform.__init__(self, prob=prob)
    self.shuffle = RandCoarseShuffle(holes=holes, spatial_size=spatial_size, max_holes=max_holes, max_spatial_size=max_spatial_size, prob=1.0)","The software supplier shall enforce a consistent naming convention for all functions, classes, and variables throughout the codebase to improve code readability and maintainability.",FALSE
"class _TestModelTwo(torch.nn.Module):

    def __init__(self, n_n, n_m, n_d, n_class):
        super().__init__()
        self.layer = torch.nn.Linear(n_n, n_m)
        self.layer_1 = torch.nn.Linear(n_m, n_d)
        self.class_layer = torch.nn.Linear(n_d, n_class)

    def forward(self, x):
        x = self.layer(x)
        x = self.layer_1(x)
        x = self.class_layer(x)
        return x","Suppliers shall document their bias in the stages of model design, development and deployment by evidencing what they see as a model’s risk profile versus alternatives. The description shall conform to good practice reporting guidelines.",FALSE
"class _TestModelTwo(torch.nn.Module):

    def __init__(self, n_n, n_m, n_d, n_class):
        super().__init__()
        self.layer = torch.nn.Linear(n_n, n_m)
        self.layer_1 = torch.nn.Linear(n_m, n_d)
        self.class_layer = torch.nn.Linear(n_d, n_class)

    def forward(self, x):
        x = self.layer(x)
        x = self.layer_1(x)
        x = self.class_layer(x)
        return x","The software supplier shall detect and report unused functions, classes, and code blocks within the codebase, encouraging the removal of dead code to maintain code cleanliness.",FALSE
"@parameterized.expand(TEST_CASE_SWIN_UNETR)
@skipUnless(has_einops, 'Requires einops')
def test_shape(self, input_param, input_shape, expected_shape):
    net = SwinUNETR(**input_param)
    with eval_mode(net):
        result = net(torch.randn(input_shape))
        self.assertEqual(result.shape, expected_shape)",The supplier shall document how independent training data sets and testing data sets (i.e. holdout data sets) were separated in model development.,FALSE
"@parameterized.expand(TEST_CASE_SWIN_UNETR)
@skipUnless(has_einops, 'Requires einops')
def test_shape(self, input_param, input_shape, expected_shape):
    net = SwinUNETR(**input_param)
    with eval_mode(net):
        result = net(torch.randn(input_shape))
        self.assertEqual(result.shape, expected_shape)","The software supplier shall prohibit the inclusion of hard-coded credentials, keys, or sensitive information in the code and ensure secure management through configuration files or environment variables.",TRUE
"@abstractmethod
def initialize(self, *args: Any, **kwargs: Any) -> Any:
    """"""
        Initialize the bundle workflow before running.

        """"""
    raise NotImplementedError()","The software supplier shall document the mechanisms or procedures used to collect the data [e.g. hardware apparatus or sensor, manual human curation, software program, software application programming interface (API)].",FALSE
"@abstractmethod
def initialize(self, *args: Any, **kwargs: Any) -> Any:
    """"""
        Initialize the bundle workflow before running.

        """"""
    raise NotImplementedError()",The software supplier shall detect and report the presence of print or debug statements in production code and ensure their removal before deployment.,FALSE
"def _apply_transform(transform: Callable[..., ReturnType], data: Any, unpack_parameters: bool=False, lazy: bool | None=False, overrides: dict | None=None, logger_name: bool | str=False) -> ReturnType:
    """"""
    Perform a transform 'transform' on 'data', according to the other parameters specified.

    If `data` is a tuple and `unpack_parameters` is True, each parameter of `data` is unpacked
    as arguments to `transform`. Otherwise `data` is considered as single argument to `transform`.

    If 'lazy' is True, this method first checks whether it can execute this method lazily. If it
    can't, it will ensure that all pending lazy transforms on 'data' are applied before applying
    this 'transform' to it. If 'lazy' is True, and 'overrides' are provided, those overrides will
    be applied to the pending operations on 'data'. See ``Compose`` for more details on lazy
    resampling, which is an experimental feature for 1.2.

    Please note, this class is function is designed to be called by ``apply_transform``.
    In general, you should not need to make specific use of it unless you are implementing
    pipeline execution mechanisms.

    Args:
        transform: a callable to be used to transform `data`.
        data: the tensorlike or dictionary of tensorlikes to be executed on
        unpack_parameters: whether to unpack parameters for `transform`. Defaults to False.
        lazy: whether to enable lazy evaluation for lazy transforms. If False, transforms will be
            carried out on a transform by transform basis. If True, all lazy transforms will
            be executed by accumulating changes and resampling as few times as possible.
            See the :ref:`Lazy Resampling topic<lazy_resampling> for more information about lazy resampling.
        overrides: this optional parameter allows you to specify a dictionary of parameters that should be overridden
            when executing a pipeline. These each parameter that is compatible with a given transform is then applied
            to that transform before it is executed. Note that overrides are currently only applied when
            :ref:`Lazy Resampling<lazy_resampling>` is enabled for the pipeline or a given transform. If lazy is False
            they are ignored. Currently supported args are:
            {``""mode""``, ``""padding_mode""``, ``""dtype""``, ``""align_corners""``, ``""resample_mode""``, ``device``}.
        logger_name: this optional parameter allows you to specify a logger by name for logging of pipeline execution.
            Setting this to False disables logging. Setting it to True enables logging to the default loggers.
            Setting a string overrides the logger name to which logging is performed.

    Returns:
        ReturnType: The return type of `transform`.
    """"""
    from monai.transforms.lazy.functional import apply_pending_transforms_in_order
    data = apply_pending_transforms_in_order(transform, data, lazy, overrides, logger_name)
    if isinstance(data, tuple) and unpack_parameters:
        return transform(*data, lazy=lazy) if isinstance(transform, LazyTrait) else transform(*data)
    return transform(data, lazy=lazy) if isinstance(transform, LazyTrait) else transform(data)",The supplier shall undertake a risk assessment to identify risks of bias in model development and deployment that might result in inequitable outcomes.,FALSE
"def _apply_transform(transform: Callable[..., ReturnType], data: Any, unpack_parameters: bool=False, lazy: bool | None=False, overrides: dict | None=None, logger_name: bool | str=False) -> ReturnType:
    """"""
    Perform a transform 'transform' on 'data', according to the other parameters specified.

    If `data` is a tuple and `unpack_parameters` is True, each parameter of `data` is unpacked
    as arguments to `transform`. Otherwise `data` is considered as single argument to `transform`.

    If 'lazy' is True, this method first checks whether it can execute this method lazily. If it
    can't, it will ensure that all pending lazy transforms on 'data' are applied before applying
    this 'transform' to it. If 'lazy' is True, and 'overrides' are provided, those overrides will
    be applied to the pending operations on 'data'. See ``Compose`` for more details on lazy
    resampling, which is an experimental feature for 1.2.

    Please note, this class is function is designed to be called by ``apply_transform``.
    In general, you should not need to make specific use of it unless you are implementing
    pipeline execution mechanisms.

    Args:
        transform: a callable to be used to transform `data`.
        data: the tensorlike or dictionary of tensorlikes to be executed on
        unpack_parameters: whether to unpack parameters for `transform`. Defaults to False.
        lazy: whether to enable lazy evaluation for lazy transforms. If False, transforms will be
            carried out on a transform by transform basis. If True, all lazy transforms will
            be executed by accumulating changes and resampling as few times as possible.
            See the :ref:`Lazy Resampling topic<lazy_resampling> for more information about lazy resampling.
        overrides: this optional parameter allows you to specify a dictionary of parameters that should be overridden
            when executing a pipeline. These each parameter that is compatible with a given transform is then applied
            to that transform before it is executed. Note that overrides are currently only applied when
            :ref:`Lazy Resampling<lazy_resampling>` is enabled for the pipeline or a given transform. If lazy is False
            they are ignored. Currently supported args are:
            {``""mode""``, ``""padding_mode""``, ``""dtype""``, ``""align_corners""``, ``""resample_mode""``, ``device``}.
        logger_name: this optional parameter allows you to specify a logger by name for logging of pipeline execution.
            Setting this to False disables logging. Setting it to True enables logging to the default loggers.
            Setting a string overrides the logger name to which logging is performed.

    Returns:
        ReturnType: The return type of `transform`.
    """"""
    from monai.transforms.lazy.functional import apply_pending_transforms_in_order
    data = apply_pending_transforms_in_order(transform, data, lazy, overrides, logger_name)
    if isinstance(data, tuple) and unpack_parameters:
        return transform(*data, lazy=lazy) if isinstance(transform, LazyTrait) else transform(*data)
    return transform(data, lazy=lazy) if isinstance(transform, LazyTrait) else transform(data)",The software supplier shall enforce a maximum function or method length to promote code modularity and readability by discouraging excessively long functions.,TRUE
"def gaussian_1d(kernel_size: int, sigma: float) -> torch.Tensor:
    """"""Computes 1D gaussian kernel.

        Args:
            kernel_size: size of the gaussian kernel
            sigma: Standard deviation of the gaussian kernel
        """"""
    dist = torch.arange(start=(1 - kernel_size) / 2, end=(1 + kernel_size) / 2, step=1)
    gauss = torch.exp(-torch.pow(dist / sigma, 2) / 2)
    return (gauss / gauss.sum()).unsqueeze(dim=0)","The supplier shall evaluate the final model with a holdout data set, i.e. one that has not been used in training the model.",FALSE
